target_id	length	eff_length	est_counts	tpm
TRINITY_DN1054_c0_g1_i1	340	149.697	1	29.8891
TRINITY_DN1054_c0_g1_i2	662	471.14	0	0
TRINITY_DN1054_c1_g1_i1	601	410.14	7	76.3647
TRINITY_DN1054_c3_g1_i1	269	83.0539	0	0
TRINITY_DN1054_c4_g1_i1	206	34.9555	1	128
TRINITY_DN1052_c0_g1_i1	390	199.269	0	0
TRINITY_DN1052_c0_g1_i2	805	614.099	6	43.7159
TRINITY_DN1085_c0_g1_i1	1905	1714.1	11	28.7133
TRINITY_DN1051_c0_g1_i2	547	356.14	2	25.1267
TRINITY_DN1051_c0_g1_i4	567	376.14	0	0
TRINITY_DN1051_c0_g2_i1	2168	1977.1	13	29.4199
TRINITY_DN1051_c0_g3_i1	572	381.14	6	70.4358
TRINITY_DN1051_c1_g1_i1	716	525.14	2	17.0405
TRINITY_DN1051_c2_g1_i1	460	269.14	0	0
TRINITY_DN1102_c0_g1_i1	384	193.282	0	0
TRINITY_DN1102_c0_g1_i2	278	90.9232	0	0
TRINITY_DN1061_c0_g1_i1	344	153.611	0	0
TRINITY_DN1095_c0_g1_i1	505	314.14	0	0
TRINITY_DN1095_c0_g1_i2	295	106.499	1	42.0128
TRINITY_DN1084_c0_g1_i1	384	193.282	0	0
TRINITY_DN1084_c1_g1_i1	215	40.9909	0	0
TRINITY_DN1084_c1_g2_i1	245	63.0893	0	0
TRINITY_DN1084_c2_g1_i1	262	77.2269	0	0
TRINITY_DN1084_c2_g1_i2	322	132.135	0	0
TRINITY_DN1084_c2_g2_i1	865	674.099	22	146.024
TRINITY_DN1084_c2_g2_i2	220	44.3553	0	0
TRINITY_DN1084_c2_g3_i1	395	204.254	0	0
TRINITY_DN1084_c2_g4_i1	361	170.498	4	104.97
TRINITY_DN1084_c2_g5_i1	266	80.4572	0	0
TRINITY_DN1084_c2_g6_i1	299	110.274	0	0
TRINITY_DN1084_c2_g6_i2	237	56.8497	0	0
TRINITY_DN1084_c2_g7_i1	642	451.14	3	29.7534
TRINITY_DN1084_c2_g8_i1	246	63.8976	0	0
TRINITY_DN1084_c2_g9_i1	232	53.0581	0	0
TRINITY_DN1084_c3_g1_i1	212	38.9348	0	0
TRINITY_DN1084_c4_g1_i1	213	39.605	0	0
TRINITY_DN1084_c5_g1_i1	393	202.254	0	0
TRINITY_DN1084_c6_g1_i1	216	41.7259	0	0
TRINITY_DN1084_c7_g1_i1	289	100.878	4	177.416
TRINITY_DN1084_c8_g1_i1	420	229.211	2	39.041
TRINITY_DN1084_c9_g1_i1	258	73.8147	2	121.231
TRINITY_DN1084_c10_g1_i1	273	86.4724	0	0
TRINITY_DN1084_c11_g1_i1	286	98.1849	1	45.5703
TRINITY_DN1084_c12_g1_i1	414	223.211	1	20.0452
TRINITY_DN1084_c13_g1_i1	221	45.0677	0	0
TRINITY_DN1089_c0_g1_i1	668	477.14	3	28.1321
TRINITY_DN1009_c0_g1_i1	497	306.14	2	29.2305
TRINITY_DN1103_c0_g1_i1	298	109.329	1	40.9252
TRINITY_DN1103_c0_g1_i2	712	521.14	4	34.3425
TRINITY_DN1081_c0_g1_i1	664	473.14	3	28.3699
TRINITY_DN1071_c0_g1_i1	1787	1596.1	7	19.623
TRINITY_DN1104_c0_g1_i1	204	33.6427	2	265.99
TRINITY_DN1104_c0_g1_i2	716	525.14	6	51.1214
TRINITY_DN1065_c0_g1_i1	1312	1121.1	18	71.8381
TRINITY_DN1065_c1_g1_i1	323	133.106	0	0
TRINITY_DN1065_c2_g1_i1	238	57.6536	1	77.6069
TRINITY_DN1046_c0_g1_i1	481	290.14	2	30.8425
TRINITY_DN1027_c0_g1_i1	998	807.099	1	5.5437
TRINITY_DN1027_c0_g1_i2	271	84.7035	0	0
TRINITY_DN1060_c0_g1_i1	913	722.099	4.55071	28.1974
TRINITY_DN1060_c0_g1_i2	1881	1690.1	472.865	1251.85
TRINITY_DN1060_c0_g1_i3	1252	1061.1	5.08276	21.4324
TRINITY_DN1060_c0_g1_i5	867	676.099	0	0
TRINITY_DN1060_c0_g1_i6	2097	1906.1	542.502	1273.45
TRINITY_DN1060_c0_g2_i1	676	485.14	0	0
TRINITY_DN1060_c0_g2_i2	508	317.14	5	70.5417
TRINITY_DN1060_c1_g1_i1	403	212.211	1	21.0843
TRINITY_DN1060_c1_g2_i1	1326	1135.1	11	43.3596
TRINITY_DN1060_c2_g1_i1	1457	1266.1	30	106.018
TRINITY_DN1060_c2_g2_i1	785	594.099	2	15.0625
TRINITY_DN1060_c2_g3_i1	434	243.194	1	18.3981
TRINITY_DN1060_c3_g1_i1	373	182.374	0	0
TRINITY_DN1060_c4_g1_i1	277	90.0282	0	0
TRINITY_DN1083_c0_g1_i1	754	563.14	1	7.9453
TRINITY_DN1098_c0_g1_i1	559	368.14	2	24.3077
TRINITY_DN1106_c0_g1_i1	433	242.194	3.66875	67.7769
TRINITY_DN1106_c0_g1_i2	368	177.425	1.33125	33.5715
TRINITY_DN1074_c0_g1_i1	1562	1371.1	7.73459	25.2403
TRINITY_DN1074_c0_g1_i2	277	90.0282	0	0
TRINITY_DN1074_c0_g1_i3	2042	1851.1	11.2654	27.2298
TRINITY_DN1105_c0_g1_i1	246	63.8976	0	0
TRINITY_DN1105_c0_g2_i1	1369	1178.1	8	30.3833
TRINITY_DN1105_c0_g3_i2	345	154.611	0	0
TRINITY_DN1105_c0_g3_i3	981	790.099	0	0
TRINITY_DN1105_c0_g3_i4	1038	847.099	0	0
TRINITY_DN1105_c0_g4_i1	2004	1813.1	8	19.7422
TRINITY_DN1105_c1_g1_i1	380	189.323	4	94.5332
TRINITY_DN1105_c2_g1_i1	634	443.14	2	20.1937
TRINITY_DN1105_c2_g2_i1	1302	1111.1	6	24.1616
